Name English,Name Arabic
Nakheel And Excelsior Real Estate L.L.C,نخيل واكسلسيور للعقارات ش.ذ.م.م
Nakheel Greenwood Life Real Estate Llc,نخيل غرينوود لايف العقارية
Nakheel International Realty (L.L.C),نخيل انترناشيونال رياليتي (شركة ذات مسؤولية محدودة)
Nakheel Investment Projects (L.L.C),نخيل للمشاريع الإستثمارية (ش.ذ.م.م)
Namaa Properties Development L.L.C,نماء للتطوير العقاري ش.ذ.م.م
Namat Real Estate Development L.L.C,نمط للتطوير العقاري ذ.م.م
Namaya Development L.L.C,نمايا للتطوير ش.ذ.م.م
Nami Island Development L.L.C,نامي ايلاند للتطوير ذ.م.م
Nas Estates L.L.C,ناس العقارية ش.ذ.م.م
Nasser Bin Abdullatif Alserkal Co. L.L.C,شركة ناصر بن عبداللطيف السركال ذ.م.م
National Properties Owned By National Bonds Corporation Sole Proprietorship Psc Sole Proprietorship L.L.C,الشركة الوطنية العقارية لمالكها شركة الصكوك الوطنية شركة الشخص الواحد مساهمه خاصة شركة الشخص الواحد ش.ذ.م.م
Native Avighna Property L.L.C,نيتف افيغنا للعقارات ش.ذ.م.م
Nauman Abid Properties Limited,نعمان عبيد بروبرتيز ليمتد
Nayef Abu Sekran (Public Accountant),نايف ابوسكران محاسب قانوني
Nbcc Overseas Real Estate L.L.C,إن بي سي سي اوفرسيس للعقارات ش.ذ.م.م
Neel Devcons Limited,نيل دفكونز ليمتد
Neel Properties Limited,نيل بروبرتيز ليمتد
Neeto Properties L.L.C,نيتو للعقارات ش.ذ.م.م
Neo Solutions Limited,نيو سوليوشنز ليمتد
Neoterra Dpc Developments L.L.C,نيوتيرا دي بي سي للتطوير ذ.م.م
Neoterra Real Estate Development L.L.C,نيوتيرا للتطوير العقاري ش.ذ.م.م
Neptune Properties Investment Limited,نيبتون بروبرتيز انفستمنت ليميتد
New Dubai Properties (L.L.C),دبي الجديدة للعقارات (ش.ذ.م.م)
New M F O U R Real Estate Development L.L.C,نيو ام اف او يو ار للتطوير العقاري ش.ذ.م.م
New Seasons Real Estate Development L.L.C,نيو سيزونس للتطوير العقاري ش.ذ.م.م
New World Developments L.L.C,نيو ورلد ديفيلوبمينتدس ش.ذ.م.م
New World Invest Ltd,نيو ورلد انفستمنتس ليمتد
Newbury Real Estate Development L.L.C,نيوبوري للتطوير العقاري ش.ذ.م.م
Next Estates Real Estate L.L.C,نكست استيتس للعقارات ش.ذ.م.م
Next Move Real Estate,نيكست موف للعقارات
Next Realty Real Estate L.L.C,نيكست رياليتي للعقارات ش.ذ.م.م
Nexus Capital Real Estate Developement L.L.C,تكسيس كابيتال للتطويرالعقاري ذ.م.م
Nilona Holding Fz Llc,نيلونا القابضة منطقة حرة - ذ م م
Nine Asset Developments L.L.C,ناين اسيت للتطوير العقاري ذ.م.م
Njh Real Estate,ان جيه اتش للعقارات
Njh Real Estate Development L.L.C,ان جيه اتش للتطوير العقاري ش.ذ.م.م
Nnn Horizon Properties L.L.C,ان ان ان هورايزون للعقارات ش.ذ.م.م
Nobility Real Estate Development L.L.C,نوبيليتي للتطوير العقاري ذ.م.م
Noor Development L.L.C,نور للتطوير ش.ذ.م.م
Noor Primo Real Estate Development L.L.C,نور بريمو للتطوير العقاري ذ.م.م
Noor Properties L.L.C,نور العقارية ش.ذ.م.م
Noorzak Investments Limited,نورزاك إنفستمنتس ليمتد
Nord 11 Real Estate Development L.L.C,نورد 11 للتطوير العقاري ش.ذ.م.م
Nordic Luxe Real Estate Development L.L.C,نورديك لوكس للتطوير العقاري ش.ذ.م.م
North Dubailand Projects L.L.C,مشاريع شمال دبي لاند ش.ذ.م.م
North Forty Three Real Estate Development,نورث فورتي ثري للتطوير العقاري
Northacre Ellington Development L.L.C,نورث ايكر الينغتون للتطوير ش.ذ.م.م
Nova Power Real Estate L.L.C,نوفا باور للعقارات ذ.م.م
Nova Square Real Estate L.L.C S.O.C,نوفا سكوير للعقارات ذ.م.م ش.ش.و
Nozha Crescent Hills Development Fz-Llc,نوزها كريسنت هيلز دفيلوبمنت منطقة حرة ذ م م
Nshama Development L.L.C,نشاما للتطوير ش.ذ.م.م
Nshama Properties Owned By Nshmi Development One Person Company L.L.C,نشاما للعقارات لمالكها نشمي ديفلوبمنت شركة الشخص الواحد ش.ذ.م.م
Nshama Properties Owned By Nshmi Development One Person Company L.L.C,نشاما للعقارات لمالكها نشمي ديفلوبمنت شركة الشخص الواحد ش.ذ.م.م
Nshmi Development L.L.C,نشمي ديفلوبمنت ش.ذ.م.م
Nshmi Development L.L.C (Branch),نشمي ديفلوبمنت ش.ذ.م.م (فرع)
Nudra Real Estate L.L.C,ندرة للعقارات ذ.م.م
Nuri Real Estate Development L.L.C,نوري للتطوير العقاري ش.ذ.م.م
Nusuk Real Estate Development L.L.C,نسك للتطوير العقاري ش.ذ.م.م
Nyati Hridaan Development L.L.C,نياتي ريدان للتطوير ذ.م.م
Oakgrove Global Limited,اوكاغروف قلوبل ليمتد
Oasis Group Ventures Ltd,اويس جروب فينترز ليمتد
Oasis Jv Limited,اويسيس جيه فى ليمتد
Oasis Lofts Properties L.L.C,اويسيس لوفتس للعقارات ش.ذ.م.م
Obj1 Real Estate Development L.L.C,او بي جيه 1 للتطوير العقاري ش.ذ.م.م
Object One Real Estate Development L.L.C,اوبجيكت ون للتطوير العقاري ش.ذ.م.م
Octa Development L.L.C,اوكتا للتطوير ش.ذ.م.م
Octa Di Development Co. L.L.C,شركة أوكتا دي آي للتطوير ذ.م.م
Oksa Developer L.L.C,اوكسا للتطوير ش.ذ.م.م
Old Town Views L.L.C,اولد تاون فيوز ش.ذ.م.م
Olgana Real Estate Development L.L.C,اولجانا لتطوير العقاري ش.ذ.م.م
Olive Point Limited,اوليف بوينت ليمتد
Omag Real Estate Development L.L.C,اوماغ للتطوير العقاري ذ.م.م
Omniyat Middle East Real Estate Developments L.L.C,أمنيات ميدل إيست للتطوير العقاري ش.ذ.م.م
Omniyat Properties Development Corporation,مؤسسة امنيات للتطوير العقاري
Omniyat Properties Nine Limted L.L.C,امنيات بروبرتيز ناين ليمتد ش ذ م م
Omniyat Properties Seventeen Limited,امنيات بروبرتيز سفنتين ليمتد
Omniyat Properties Six Limited,امنيات بروبرتيز سكس ليمتد
Omniyat Properties Ten Limited,امنيات برويرتيز تن ليمتد
One Central Development Fze,ون سنترال للتطوير م م ح
One International Real Estate Development L.L.C,ون انترناشيونال للتطوير العقاري ش.ذ.م.م
One Quantem Real Estate Development L.L.C,ون اكيونتيم للتطوير العقاري ش.ذ.م.م
One Yard Real Estate Development L.L.C,ون يارد للتطوير العقاري ش.ذ.م.م
One Zaabeel L.L.C,ون زعبيل ذ.م.م
One Zero Eight Seven Elen Real Estate L.L.C,ون زيرو ايت سفن الين للعقارات ذ.م.م
Op 17 Limited,أو بيه 17 ليمتد
Optimo Arabia Limited,اوبتيمو ارابيا ليمتد
Opul Real Estate Development L.L.C,اوبيل للتطوير العقاري ش.ذ.م.م
Opulence Holdings Limited,اوبليونس هولدينجز ليمتد
Orange Group Buying And Selling Of Real Estate Co. L.L.C,بيع وشراء العقارات أورانج جروب ذ.م.م
Orbit Holdings Ltd,أوربيت هولدينجز ليمتد
Orchid Living Real Estate L.L.C,اوركيد ليفينج للعقارات ش.ذ.م.م
Oriental Pearls Real Estate Development L.L.C,اورينتال بيرلز للتطوير العقاري ش.ذ.م.م
Origami Development L.L.C,أوريجامي للتطوير ذ.م.م
Orion Properties Investment Limeted,اوريون بروبيرتيز انفيستمنت ليميتد
Orion Real Estate Development L.L.C,اوريون للتطوير العقاري ش.ذ.م.م
Orise Residences Real Estate Development L.L.C,اورايز ريزيدنسز للتطوير العقاري ذ.م.م
Oro24 Real Estate Development L.L.C,أورو24 للتطوير العقاري ش.ذ.م.م
Orra Real Estate Development L.L.C,اورا للتطوير العقاري ذ.م.م
Orygn Property Development L.L.C,اوريجن للتطوير العقاري ش.ذ.م.م
Oud Metha Management Real Estate L.L.C,عود ميثاء لادارة العقارات ش.ذ.م.م
Oxus Real Estate Development L.L.C,أوكسس للتطوير العقاري ش.ذ.م.م
Oyal Breeze Real Estate Development L.L.C,ويال بريز للتطوير العقاري ش.ذ.م.م
Ozone Real Estate,اوزون للتطوير العقاري
P A L Developments L.L.C,بي ايه ال ديفلوبمنتس ش.ذ.م.م
P C I Real Estate Developers L.L.C,بي سي اي للتطوير العقاري ش.ذ.م.م
P G S P V Ten Real Estate Development L.L.C,بي جي اس بي في تن للتطوير العقاري ش.ذ.م.م
P M R Development L.L.C,بيه ام ار للتطوير العقاري ش.ذ.م.م
Pacific Real Estate Development L.L.C,باسيفيك لتطوير العقاري ش.ذ.م.م
Pacific Ventures Development L.L.C,باسيفيك فينشرز ديفلوبمنت ش.ذ.م.م
Pacific Ventures Development L.L.C,باسيفيك فينشرز ديفلوبمنت ش.ذ.م.م
Pacific Ventures Limited,باسيفيك فنتشرز ليمتد
Pacifique Global Properties L.L.C,باسيفيكيو جلوبال للعقارات ش.ذ.م.م
Pad Properties Nine Limited,باد بروبريتز ناين ليمتد
Palace Luxury Living Real Estate Development L.L.C,بالاس لاكجري ليفينج للتطوير العقاري ش.ذ.م.م
Palazzo Venezia Holding Limited,بلازو فينيزيا هولدينج ليميتد
Palladium Nova Real Estate Development L.L.C,بالاديوم نوفا للتطوير العقاري ش.ذ.م.م
Palladium Prime Real Estate Development L.L.C,بالاديوم برايم للتطوير العقاري ش.ذ.م.م
Palm Living L.L.C,بالم ليفينغ ش.ذ.م.م
Palm Palace Ltd,بالم بالاس ليمتد
Palma Homes Real Estate Development L.L.C,بالما هومس للتطوير العقاري ش.ذ.م.م
Palmridge Real Estate Development L.L.C,بالمريدج للتطوير العقاري ش.ذ.م.م
Pan Global Development L.L.C,بان جلوبال ديفيلوبمنت ش.ذ.م.م
Pantheon Elysee Real Estate Development L.L.C,بانثيون اليسي للتطوير العقاري ذ.م.م
Pantheon Real Estate Development L.L.C,بانثيون للتطوير العقاري ش.ذ.م.م
Panther Real Estate Development L.L.C,بانثر للتطوير العقاري ذ.م.م
Paradise Hills Development L.L.C,بارادايس هيلز للتطوير ذ.م.م
Paradise Limited,بارادايس ليمتد
Paradise Palm Real Estate L.L.C,باردايس بالم للعقارات ش.ذ.م.م
Paragon Stones Development L.L.C,برقن ستنس دفلبمنت ش.ذ.م.م
Paramount Real Estate Llc,بارامونت ريل ستيت
Park 1 L.L.C,بارك 1 ش.ذ.م.م
Park Residency Real Estate Development L.L.C,بارك ريزيدينسي للتطوير العقاري ش.ذ.م.م
Parshwa Holdings Limited,بارشوا هولدينجز ليمتد
Pashaone Real Estate Development L.L.C,باشاوان للتطوير العقاري ش.ذ.م.م
Pathfinder Property Development L.L.C,باثفايندر للتطوير العقاري ش.ذ.م.م
Pax Investment L.L.C,باكس للاستثمار ش.ذ.م.م
Paxino International (Fze),باكسينو انترناشونال (م.م.ح)
Pbg Real Estate Development L.L.C,بيه بي جي للتطوير العقاري ش.ذ.م.م
Pdlm Residential L.L.C,بي دي أل أم ريزيدينشال ذ.م.م
Peace Homes Development L.L.C,بيس هومز للتطوير العقاري ش.ذ.م.م
Peace Homes Global Development L.L.C,بيس هومز جلوبال للتطوير ش.ذ.م.م
Peace Homes International Development L.L.C,بيس هومز انترناشيونال للتطوير ش.ذ.م.م
Peace Homes Real Estate (Branch),بيس هومز للعقارات (فرع)
Peace Homes Real Estate L.L.C,بيس هومز للعقارات ش.ذ.م.م
Peace Homes Signatures Development L.L.C,بيس هومز سيغنتشرز للتطوير ذ.م.م
Peak Properties Limited,بيك بروبرتيز ليمتد
Peak Summit Real Estate Development L.L.C,بيك سوميت للتطوير العقاري ذ.م.م
Pearl Dubai Fz Llc,بيرل دبى منطقه حره ذ م م
Pearl Properties,اللؤلؤة العقارية
Pearlshire Di Real Estate Development L.L.C,بيرلشاير دي للتطوير العقاري ش.ذ.م.م
Pearlshire Dirc Real Estate Development L.L.C,بيرلشاير ديرس للتطوير العقاري ذ.م.م
Pearlshire Real Estate Development L.L.C,بيرلشاير للتطوير العقاري ش.ذ.م.م
Peninsula Bb Real Estate Development L.L.C,بانين سولا بي بي للتطوير العقاري ش.ذ.م.م
Peninsula Elit Real Estate Development L.L.C S.O.C,بانينسولا ايليت للتطوير العقاري ذ.م.م ش.ش.و
Peninsula Residences L.L.C-Dubai,بينينسولا ريزيدنس ذ م م - دبي
Petrochem Realty Fze,بتروكيم ريالتى م م ح
Petrokaz Limited,بتروكاز ليمتد
Pg Di Real Estate Development L.L.C,بي جي دي اي للتطوير العقاري ش.ذ.م.م
Pg Maison Real Estate Development L.L.C,بي جي ميزون للتطوير العقاري ذ.م.م
Pg Properties Development Dmcc,بي جي بروبيرتيز ديفلوبمنت م.د.م.س
Phoenix Holdings (L.L.C),فينيكس القابضة (ش ذ م م)
Pier 8 Real Estate Development L.L.C,بيير 8 للتطوير العقاري ش.ذ.م.م
Pinnacle A K S Real Estate Development L.L.C,بيناكل ايه كي اس لتطوير العقاري ذ.م.م
Pinnacle Real Estate Developments L.L.C,بيناكلي للتطوير العقاري ش.ذ.م.م
Pioneer Star Real Estate Developer L.L.C,بايونير ستار للتطوير العقاري ش.ذ.م.م
Pip Developments Limited Dubai Branch,بيه آي بيه ديفيلوبمنتس ليمتد فرع دبى
Pj Hotel Residential L.L.C,بي جي هوتيل ريزيدينشال ش.ذ.م.م
Planetex Holdings Co.Limited,بلانتكس هولدينجز كومبانى ليمتد
Platinum Development L.L.C,بلاتنيوم ديفلوبمينت ش.ذ.م.م
Platinum Icon Real Estate Developers L.L.C,بلاتينيوم ايكون للتطوير العقاري ش.ذ.م.م
Platinum Middle East Properties L.L.C,بلاتينيوم ميدل ايست للعقارات ش.ذ.م.م
Plazzo Development Real Estate L.L.C,بلازو للتطوير العقاري ذ.م.م
